gene_id,gene_symbol,chr,gene_length
gene_2808,C9orf69,chr9,5136
gene_2809,C9orf6,chr9,1911
gene_2810,C9orf70,chr9,730
gene_2811,C9orf71,chr9,1243
gene_2812,C9orf72,chr9,4631
gene_2813,C9orf78,chr9,3863
gene_2814,C9orf79,chr9,4447
gene_2815,C9orf7,chr9,3029
gene_2816,C9orf80,chr9,1519
gene_2817,C9orf82,chr9,3385
gene_2818,C9orf84,chr9,5900
gene_2819,C9orf85,chr9,3264
gene_2820,C9orf86,chr9,10571
gene_2821,C9orf89,chr9,1060
gene_2822,C9orf91,chr9,4791
gene_2823,C9orf93,chr9,9270
gene_2824,C9orf95,chr9,1450
gene_2825,C9orf96,chr9,4030
gene_2826,C9orf98,chr9,2663
gene_2827,C9orf9,chr9,2538
gene_2828,C9,chr5,2692
gene_2829,CA10,chr17,5329
gene_2830,CA11,chr19,1653
gene_2831,CA12,chr15,3975
gene_2832,CA13,chr8,4821
gene_2833,CA14,chr1,1741
gene_2834,CA1,chr8,1531
gene_2835,CA2,chr8,1666
gene_2836,CA3,chr8,1794
gene_2837,CA4,chr17,1503
gene_2838,CA5A,chr16,1084
gene_2839,CA5BP,chrX,994
gene_2840,CA5B,chrX,6032
gene_2841,CA6,chr1,2374
gene_2842,CA7,chr16,1849
gene_2843,CA8,chr8,4355
gene_2844,CA9,chr9,1554
gene_2845,CAB39L,chr13,4128
gene_2846,CAB39,chr2,4678
gene_2847,CABC1,chr1,7188
gene_2848,CABIN1,chr22,7750
gene_2849,CABLES1,chr18,5328
gene_2850,CABLES2,chr20,3785
gene_2851,CABP1,chr12,2400
gene_2852,CABP2,chr11,1132
gene_2853,CABP4,chr11,4446
gene_2854,CABP5,chr19,1828
gene_2855,CABP7,chr22,2980
gene_2856,CABYR,chr18,2962
gene_2857,CACHD1,chr1,6118
gene_2858,CACNA1A,chr19,10502
gene_2859,CACNA1B,chr9,13853
gene_2860,CACNA1C,chr12,18492
gene_2861,CACNA1D,chr3,8697
gene_2862,CACNA1E,chr1,16661
gene_2863,CACNA1F,chrX,6308
gene_2864,CACNA1G,chr17,11102
gene_2865,CACNA1H,chr16,8442
gene_2866,CACNA1I,chr22,10911
gene_2867,CACNA1S,chr1,6168
gene_2868,CACNA2D1,chr7,4237
gene_2869,CACNA2D2,chr3,5357
gene_2870,CACNA2D3,chr3,3946
gene_2871,CACNA2D4,chr12,6043
gene_2872,CACNB1,chr17,6756
gene_2873,CACNB2,chr10,6395
gene_2874,CACNB3,chr12,4142
gene_2875,CACNB4,chr2,13187
gene_2876,CACNG1,chr17,1318
gene_2877,CACNG2,chr22,4523
gene_2878,CACNG3,chr16,2703
gene_2879,CACNG4,chr17,3430
gene_2880,CACNG5,chr17,1103
gene_2881,CACNG6,chr19,1899
gene_2882,CACNG7,chr19,2537
gene_2883,CACNG8,chr19,8751
gene_2884,CACYBP,chr1,4107
gene_2885,CADM1,chr11,5221
gene_2886,CADM2,chr3,9908
gene_2887,CADM3,chr1,4090
gene_2888,CADM4,chr19,2176
gene_2889,CADPS2,chr7,6433
gene_2890,CADPS,chr3,5811
gene_2891,CAD,chr2,7108
gene_2892,CAGE1,chr6,4184
gene_2893,CALB1,chr8,2759
gene_2894,CALB2,chr16,1470
gene_2895,CALCA,chr11,2454
gene_2896,CALCB,chr11,2608
gene_2897,CALCOCO1,chr12,5980
gene_2898,CALCOCO2,chr17,3817
gene_2899,CALCRL,chr2,6776
gene_2900,CALCR,chr7,4036
gene_2901,CALD1,chr7,9471
gene_2902,CALHM1,chr10,3056
gene_2903,CALHM2,chr10,4673
gene_2904,CALHM3,chr10,1652
gene_2905,CALM1,chr14,4577
gene_2906,CALM2,chr2,1302
gene_2907,CALM3,chr19,2384
gene_2908,CALML3,chr10,1302
gene_2909,CALML4,chr15,4635
gene_2910,CALML5,chr10,876
gene_2911,CALML6,chr1,1101
gene_2912,CALN1,chr7,10309
gene_2913,CALR3,chr19,1292
gene_2914,CALR,chr19,1911
gene_2915,CALU,chr7,6365
gene_2916,CALY,chr10,983
gene_2917,CAMK1D,chr10,2806
gene_2918,CAMK1G,chr1,3394
gene_2919,CAMK1,chr3,2891
gene_2920,CAMK2A,chr5,5364
gene_2921,CAMK2B,chr7,5230
gene_2922,CAMK2D,chr4,6729
gene_2923,CAMK2G,chr10,5558
gene_2924,CAMK2N1,chr1,2351
gene_2925,CAMK2N2,chr3,1360
gene_2926,CAMK4,chr5,3231
gene_2927,CAMKK1,chr17,4574
gene_2928,CAMKK2,chr12,9459
gene_2929,CAMKV,chr3,4973
gene_2930,CAMLG,chr5,2242
gene_2931,CAMP,chr3,745
gene_2932,CAMSAP1L1,chr1,7419
gene_2933,CAMSAP1,chr9,7664
gene_2934,CAMTA1,chr1,9832
gene_2935,CAMTA2,chr17,5422
gene_2936,CAND1,chr12,7040
gene_2937,CAND2,chr3,4690
gene_2938,CANT1,chr17,5244
gene_2939,CANX,chr5,5505
gene_2940,CAP1,chr1,3359
gene_2941,CAP2,chr6,3131
gene_2942,CAPG,chr2,2097
gene_2943,CAPN10,chr2,4829
gene_2944,CAPN11,chr6,2877
gene_2945,CAPN12,chr19,3437
gene_2946,CAPN13,chr2,4617
gene_2947,CAPN14,chr2,4014
gene_2948,CAPN1,chr11,3408
gene_2949,CAPN2,chr1,5585
gene_2950,CAPN3,chr15,4557
gene_2951,CAPN5,chr11,6233
gene_2952,CAPN6,chrX,3595
gene_2953,CAPN7,chr3,4368
gene_2954,CAPN8,chr1,2100
gene_2955,CAPN9,chr1,2593
gene_2956,CAPNS1,chr19,2610
gene_2957,CAPNS2,chr16,1009
gene_2958,CAPRIN1,chr11,7410
gene_2959,CAPRIN2,chr12,6795
gene_2960,CAPS2,chr12,4900
gene_2961,CAPSL,chr5,1098
gene_2962,CAPS,chr19,1735
gene_2963,CAPZA1,chr1,2740
gene_2964,CAPZA2,chr7,2549
gene_2965,CAPZA3,chr12,1078
gene_2966,CAPZB,chr1,2838
gene_2967,CARD10,chr22,5702
gene_2968,CARD11,chr7,4361
gene_2969,CARD14,chr17,8878
gene_2970,CARD16,chr11,758
gene_2971,CARD17,chr11,466
gene_2972,CARD18,chr11,660
gene_2973,CARD6,chr5,4097
gene_2974,CARD8,chr19,10378
gene_2975,CARD9,chr9,4515
gene_2976,CARHSP1,chr16,4013
gene_2977,CARKD,chr13,5877
gene_2978,CARM1,chr19,3102
gene_2979,CARNS1,chr11,5471
gene_2980,CARS2,chr13,2599
gene_2981,CARS,chr11,3278
gene_2982,CARTPT,chr5,915
gene_2983,CASC1,chr12,3560
gene_2984,CASC2,chr10,8207
gene_2985,CASC3,chr17,4893
gene_2986,CASC4,chr15,4652
gene_2987,CASC5,chr15,13116
gene_2988,CASD1,chr7,4122
gene_2989,CASKIN1,chr16,5695
gene_2990,CASKIN2,chr17,5513
gene_2991,CASK,chrX,8814
gene_2992,CASP10,chr2,6667
gene_2993,CASP12,,
gene_2994,CASP14,chr19,3144
gene_2995,CASP1,chr11,4313
gene_2996,CASP2,chr7,4722
gene_2997,CASP3,chr4,2865
gene_2998,CASP4,chr11,3153
gene_2999,CASP5,chr11,1662
gene_3000,CASP6,chr4,1661
gene_3001,CASP7,chr10,3372
gene_3002,CASP8AP2,chr6,6966
gene_3003,CASP8,chr2,7247
gene_3004,CASP9,chr1,6800
gene_3005,CASQ1,chr1,1958
gene_3006,CASQ2,chr1,2700
gene_3007,CASR,chr3,5265
gene_3008,CASS4,chr20,5735
gene_3009,CAST,chr5,7198
gene_3010,CASZ1,chr1,12549
gene_3011,CATSPER1,chr11,2619
gene_3012,CATSPER2P1,chr15,3081
gene_3013,CATSPER2,chr15,3637
gene_3014,CATSPER3,chr5,1367
gene_3015,CATSPER4,chr1,2001
gene_3016,CATSPERB,chr14,3606
gene_3017,CATSPERG,chr19,4018
gene_3018,CAT,chr11,2552
gene_3019,CAV1,chr7,4782
gene_3020,CAV2,chr7,6401
gene_3021,CAV3,chr3,2575
gene_3022,CBARA1,chr10,2899
gene_3023,CBFA2T2,chr20,18344
gene_3024,CBFA2T3,chr16,5067
gene_3025,CBFB,chr16,3229
gene_3026,CBLB,chr3,6213
gene_3027,CBLC,chr19,1591
gene_3028,CBLL1,chr7,4437
gene_3029,CBLN1,chr16,2434
gene_3030,CBLN2,chr18,2963
gene_3031,CBLN3,chr14,2344
gene_3032,CBLN4,chr20,3107
gene_3033,CBL,chr11,11231
gene_3034,CBR1,chr21,3231
gene_3035,CBR3,chr21,1112
gene_3036,CBR4,chr4,5153
gene_3037,CBS,chr21,3972
gene_3038,CBWD1,chr9,4258
gene_3039,CBWD2,chr2,2823
gene_3040,CBWD3,chr9,7181
gene_3041,CBWD5,,
gene_3042,CBWD6,chr9,2456
gene_3043,CBX1,chr17,2676
gene_3044,CBX2,chr17,5102
gene_3045,CBX3,chr7,2543
gene_3046,CBX4,chr17,2649
gene_3047,CBX5,chr12,11904
gene_3048,CBX6,chr22,5243
gene_3049,CBX7,chr22,4035
gene_3050,CBX8,chr17,1546
gene_3051,CBY1,chr22,1271
gene_3052,CC2D1A,chr19,5072
gene_3053,CC2D1B,chr1,6639
gene_3054,CC2D2A,chr4,6709
gene_3055,CC2D2B,chr10,3351
gene_3056,CCAR1,chr10,4063
gene_3057,CCBE1,chr18,6619
gene_3058,CCBL1,chr9,3349
gene_3059,CCBL2,chr1,2309
gene_3060,CCBP2,chr3,7479
gene_3061,CCDC101,chr16,1151
gene_3062,CCDC102A,chr16,2429
gene_3063,CCDC102B,chr18,4882
gene_3064,CCDC103,chr17,4809
gene_3065,CCDC104,chr2,1374
gene_3066,CCDC105,chr19,1751
gene_3067,CCDC106,chr19,3379
gene_3068,CCDC107,chr9,3600
gene_3069,CCDC108,chr2,11409
gene_3070,CCDC109A,chr10,3856
gene_3071,CCDC109B,chr4,1887
gene_3072,CCDC110,chr4,5366
gene_3073,CCDC111,chr4,2382
gene_3074,CCDC112,chr5,2877
gene_3075,CCDC113,chr16,5266
gene_3076,CCDC114,chr19,5933
gene_3077,CCDC115,chr2,2052
gene_3078,CCDC116,chr22,3310
gene_3079,CCDC117,chr22,4070
gene_3080,CCDC11,chr18,1824
gene_3081,CCDC120,chrX,8447
gene_3082,CCDC121,chr2,2844
gene_3083,CCDC122,chr13,2438
gene_3084,CCDC123,chr19,5947
gene_3085,CCDC124,chr19,1083
gene_3086,CCDC125,chr5,7508
gene_3087,CCDC126,chr7,2673
gene_3088,CCDC127,chr5,1420
gene_3089,CCDC129,chr7,7353
gene_3090,CCDC12,chr3,2409
gene_3091,CCDC130,chr19,2166
gene_3092,CCDC132,chr7,6239
gene_3093,CCDC134,chr22,1275
gene_3094,CCDC135,chr16,3042
gene_3095,CCDC136,chr7,5472
gene_3096,CCDC137,chr17,2108
gene_3097,CCDC138,chr2,2567
gene_3098,CCDC13,chr3,3551
gene_3099,CCDC140,chr2,1699
gene_3100,CCDC141,chr2,16230
gene_3101,CCDC142,chr2,6432
gene_3102,CCDC144A,chr17,8475
gene_3103,CCDC144B,chr17,9218
gene_3104,CCDC144C,chr17,4204
gene_3105,CCDC144NL,chr17,2806
gene_3106,CCDC146,chr7,4089
gene_3107,CCDC147,chr10,3313
gene_3108,CCDC148,chr2,3410
gene_3109,CCDC149,chr4,9045
gene_3110,CCDC14,chr3,9761
gene_3111,CCDC150,chr2,8075
gene_3112,CCDC151,chr19,2485
gene_3113,CCDC152,chr5,3491
gene_3114,CCDC153,chr11,893
gene_3115,CCDC154,chr16,2507
gene_3116,CCDC155,chr19,3627
gene_3117,CCDC157,chr22,3308
gene_3118,CCDC158,chr4,4154
gene_3119,CCDC159,chr19,2837
gene_3120,CCDC15,chr11,3893
gene_3121,CCDC160,chrX,1299
gene_3122,CCDC163P,chr1,2485
gene_3123,CCDC17,chr1,2752
gene_3124,CCDC18,chr1,4557
gene_3125,CCDC19,chr1,2581
gene_3126,CCDC21,chr1,5682
gene_3127,CCDC22,chrX,3010
gene_3128,CCDC23,chr1,798
gene_3129,CCDC24,chr1,1529
gene_3130,CCDC25,chr8,3888
gene_3131,CCDC27,chr1,2174
gene_3132,CCDC28A,chr6,1496
gene_3133,CCDC28B,chr1,1077
gene_3134,CCDC30,chr1,11167
gene_3135,CCDC33,chr15,4959
gene_3136,CCDC34,chr11,3051
gene_3137,CCDC36,chr3,4487
gene_3138,CCDC37,chr3,2157
gene_3139,CCDC38,chr12,1954
gene_3140,CCDC39,chr3,4816
gene_3141,CCDC3,chr10,4102
gene_3142,CCDC40,chr17,6677
gene_3143,CCDC41,chr12,5154
gene_3144,CCDC42B,chr12,1514
gene_3145,CCDC42,chr17,1380
gene_3146,CCDC43,chr17,2204
gene_3147,CCDC45,chr17,4847
gene_3148,CCDC46,chr17,4086
gene_3149,CCDC47,chr17,3844
gene_3150,CCDC48,chr3,2691
gene_3151,CCDC50,chr3,8949
gene_3152,CCDC51,chr3,2301
gene_3153,CCDC52,chr3,11274
gene_3154,CCDC53,chr12,913
gene_3155,CCDC54,chr3,1294
gene_3156,CCDC55,chr17,3179
gene_3157,CCDC56,chr17,1959
gene_3158,CCDC57,chr17,9649
gene_3159,CCDC58,chr3,718
gene_3160,CCDC59,chr12,1744
gene_3161,CCDC60,chr12,2450
gene_3162,CCDC61,chr19,1823
gene_3163,CCDC62,chr12,4804
gene_3164,CCDC63,chr12,1945
gene_3165,CCDC64B,chr16,4722
gene_3166,CCDC64,chr12,3753
gene_3167,CCDC65,chr12,1815
gene_3168,CCDC66,chr3,6916
gene_3169,CCDC67,chr11,3340
gene_3170,CCDC68,chr18,4331
gene_3171,CCDC69,chr5,4366
gene_3172,CCDC6,chr10,5826
gene_3173,CCDC70,chr13,1154
gene_3174,CCDC71,chr3,1812
gene_3175,CCDC72,chr3,463
gene_3176,CCDC73,chr11,8336
gene_3177,CCDC74A,chr2,2610
gene_3178,CCDC74B,chr2,3198
gene_3179,CCDC75,chr2,1257
gene_3180,CCDC76,chr1,3442
gene_3181,CCDC77,chr12,2504
gene_3182,CCDC78,chr16,6399
gene_3183,CCDC79,chr16,2676
gene_3184,CCDC7,chr10,5520
gene_3185,CCDC80,chr3,4821
gene_3186,CCDC81,chr11,3164
gene_3187,CCDC82,chr11,5566
gene_3188,CCDC83,chr11,2675
gene_3189,CCDC84,chr11,1658
gene_3190,CCDC85A,chr2,4410
gene_3191,CCDC85B,chr11,1232
gene_3192,CCDC85C,chr14,5671
gene_3193,CCDC86,chr11,2015
gene_3194,CCDC87,chr11,2915
gene_3195,CCDC88A,chr2,15766
gene_3196,CCDC88B,chr11,9334
gene_3197,CCDC88C,chr14,10037
gene_3198,CCDC89,chr11,2428
gene_3199,CCDC8,chr19,3334
gene_3200,CCDC90A,chr6,6057
gene_3201,CCDC90B,chr11,3146
gene_3202,CCDC91,chr12,3323
gene_3203,CCDC92,chr12,4091
gene_3204,CCDC93,chr2,7251
gene_3205,CCDC94,chr19,1397
gene_3206,CCDC96,chr4,2153
gene_3207,CCDC97,chr19,3322
gene_3208,CCDC99,chr5,4050
gene_3209,CCDC9,chr19,2078
gene_3210,CCHCR1,chr6,3977
gene_3211,CCIN,chr9,1943
gene_3212,CCKAR,chr4,1682
gene_3213,CCKBR,chr11,4934
gene_3214,CCK,chr3,2492
gene_3215,CCL11,chr17,925
gene_3216,CCL13,chr17,851
gene_3217,CCL14-CCL15,chr17,1471
gene_3218,CCL14,chr17,673
gene_3219,CCL15,chr17,1080
gene_3220,CCL16,chr17,1728
gene_3221,CCL17,chr16,747
gene_3222,CCL18,chr17,770
gene_3223,CCL19,chr9,684
gene_3224,CCL1,chr17,542
gene_3225,CCL20,chr2,954
gene_3226,CCL21,chr9,895
gene_3227,CCL22,chr16,2918
gene_3228,CCL23,chr17,740
gene_3229,CCL24,chr7,419
gene_3230,CCL25,chr19,1119
gene_3231,CCL26,chr7,562
gene_3232,CCL27,chr9,446
gene_3233,CCL28,chr5,2342
gene_3234,CCL2,chr17,747
gene_3235,CCL3L1,chr17,1566
gene_3236,CCL3L3,chr17,1922
gene_3237,CCL3,chr17,796
gene_3238,CCL4L2,chr17,2666
gene_3239,CCL4,chr17,667
gene_3240,CCL5,chr17,1229
gene_3241,CCL7,chr17,815
gene_3242,CCL8,chr17,1250
gene_3243,CCM2,chr7,3525
gene_3244,CCNA1,chr13,3113
gene_3245,CCNA2,chr4,2798
gene_3246,CCNB1IP1,chr14,2202
gene_3247,CCNB1,chr5,3172
gene_3248,CCNB2,chr15,3071
gene_3249,CCNB3,chrX,5328
gene_3250,CCNC,chr6,3866
gene_3251,CCND1,chr11,4289
gene_3252,CCND2,chr12,6522
gene_3253,CCND3,chr6,3489
gene_3254,CCNDBP1,chr15,4445
gene_3255,CCNE1,chr19,2070
gene_3256,CCNE2,chr8,2752
gene_3257,CCNF,chr16,4287
gene_3258,CCNG1,chr5,4532
gene_3259,CCNG2,chr4,6749
gene_3260,CCNH,chr5,5044
gene_3261,CCNI2,chr5,2766
gene_3262,CCNI,chr4,1873
gene_3263,CCNJL,chr5,3835
gene_3264,CCNJ,chr10,4389
gene_3265,CCNK,chr14,2606
gene_3266,CCNL1,chr3,5922
gene_3267,CCNL2,chr1,5926
gene_3268,CCNO,chr5,2263
gene_3269,CCNT1,chr12,7079
gene_3270,CCNT2,chr2,13390
gene_3271,CCNYL1,chr2,4236
gene_3272,CCNY,chr10,4439
gene_3273,CCPG1,chr15,11627
gene_3274,CCR10,chr17,1244
gene_3275,CCR1,chr3,2676
gene_3276,CCR2,chr3,4573
gene_3277,CCR3,chr3,3520
gene_3278,CCR4,chr3,1657
gene_3279,CCR5,chr3,3715
gene_3280,CCR6,chr6,6233
gene_3281,CCR7,chr17,2184
gene_3282,CCR8,chr3,2677
gene_3283,CCR9,chr3,2653
gene_3284,CCRL1,chr3,4626
gene_3285,CCRL2,chr3,1925
gene_3286,CCRN4L,chr4,2763
gene_3287,CCS,chr11,1032
gene_3288,CCT2,chr12,2282
gene_3289,CCT3,chr1,2382
gene_3290,CCT4,chr2,2583
gene_3291,CCT5,chr5,4400
gene_3292,CCT6A,chr7,2783
gene_3293,CCT6B,chr17,1898
gene_3294,CCT6P1,chr7,1913
gene_3295,CCT7,chr2,2116
gene_3296,CCT8L2,chr22,2053
gene_3297,CCT8,chr21,2153
gene_3298,CD101,chr1,4531
gene_3299,CD109,chr6,9558
gene_3300,CD14,chr5,2304
gene_3301,CD151,chr11,2242
gene_3302,CD160,chr1,4859
gene_3303,CD163L1,chr12,4933
gene_3304,CD163,chr12,4973
gene_3305,CD164L2,chr1,1539
gene_3306,CD164,chr6,5020
gene_3307,CD177,chr19,3254
gene_3308,CD180,chr5,2715
gene_3309,CD19,chr16,2051
gene_3310,CD1A,chr1,2123
gene_3311,CD1B,chr1,2047
gene_3312,CD1C,chr1,2592
gene_3313,CD1D,chr1,4986
gene_3314,CD1E,chr1,4133
gene_3315,CD200R1L,chr3,1463
gene_3316,CD200R1,chr3,2862
gene_3317,CD200,chr3,2558
gene_3318,CD207,chr2,1872
gene_3319,CD209,chr19,5634
gene_3320,CD226,chr18,3130
gene_3321,CD22,chr19,4023
gene_3322,CD244,chr1,3390
gene_3323,CD247,chr1,2078
gene_3324,CD248,chr11,2558
gene_3325,CD24,chrY,2180
gene_3326,CD274,chr9,4425
gene_3327,CD276,chr15,4635
gene_3328,CD27,chr12,1320
gene_3329,CD28,chr2,4991
gene_3330,CD2AP,chr6,5409
gene_3331,CD2BP2,chr16,3752
gene_3332,CD2,chr1,2569
gene_3333,CD300A,chr17,2322
gene_3334,CD300C,chr17,1587
gene_3335,CD300E,chr17,3525
gene_3336,CD300LB,chr17,2793
gene_3337,CD300LD,chr17,644
gene_3338,CD300LF,chr17,2088
gene_3339,CD300LG,chr17,3613
gene_3340,CD302,chr2,3979
gene_3341,CD320,chr19,2145
gene_3342,CD33,chr19,5899
gene_3343,CD34,chr1,4975
gene_3344,CD36,chr7,6302
gene_3345,CD37,chr19,4237
gene_3346,CD38,chr4,1491
gene_3347,CD3D,chr11,741
gene_3348,CD3EAP,chr19,3320
gene_3349,CD3E,chr11,2237
gene_3350,CD3G,chr11,2057
gene_3351,CD40LG,chrX,1833
gene_3352,CD40,chr20,3553
gene_3353,CD44,chr11,6706
gene_3354,CD46,chr1,3393
gene_3355,CD47,chr3,5346
gene_3356,CD48,chr1,3830
gene_3357,CD4,chr12,5009
gene_3358,CD52,chr1,1177
gene_3359,CD53,chr1,1721
gene_3360,CD55,chr1,3444
gene_3361,CD58,chr1,1978
gene_3362,CD59,chr11,8414
gene_3363,CD5L,chr1,2237
gene_3364,CD5,chr11,3157
gene_3365,CD63,chr12,2282
gene_3366,CD68,chr17,2293
gene_3367,CD69,chr12,2922
gene_3368,CD6,chr11,3452
gene_3369,CD70,chr19,1520
gene_3370,CD72,chr9,3194
gene_3371,CD74,chr5,1681
gene_3372,CD79A,chr19,1444
gene_3373,CD79B,chr17,1315
gene_3374,CD7,chr17,2662
gene_3375,CD80,chr3,3282
gene_3376,CD81,chr11,1497
gene_3377,CD82,chr11,1691
gene_3378,CD83,chr6,4328
gene_3379,CD84,chr1,9388
gene_3380,CD86,chr3,2922
gene_3381,CD8A,chr2,4197
gene_3382,CD8B,chr2,2245
gene_3383,CD93,chr20,6701
gene_3384,CD96,chr3,5308
gene_3385,CD97,chr19,3492
gene_3386,CD99L2,chrX,5266
gene_3387,CD99,chrX,2618
gene_3388,CD9,chr12,2619
gene_3389,CDADC1,chr13,4540
gene_3390,CDAN1,chr15,5088
gene_3391,CDA,chr1,1080
gene_3392,CDC123,chr10,2301
gene_3393,CDC14A,chr1,6628
gene_3394,CDC14B,chr9,5887
gene_3395,CDC14C,chr7,2893
gene_3396,CDC16,chr13,4207
gene_3397,CDC20B,chr5,4611
gene_3398,CDC20,chr1,1963
gene_3399,CDC23,chr5,3966
gene_3400,CDC25A,chr3,3805
gene_3401,CDC25B,chr20,4370
gene_3402,CDC25C,chr5,3283
gene_3403,CDC26,chr9,870
gene_3404,CDC27,chr17,5893
gene_3405,CDC34,chr19,1445
gene_3406,CDC37L1,chr9,1698
gene_3407,CDC37,chr19,1671
gene_3408,CDC40,chr6,3889
gene_3409,CDC42BPA,chr1,11910
gene_3410,CDC42BPB,chr14,6701
gene_3411,CDC42BPG,chr11,4939
gene_3412,CDC42EP1,chr22,2162
gene_3413,CDC42EP2,chr11,2023
gene_3414,CDC42EP3,chr2,6152
gene_3415,CDC42EP4,chr17,5914
gene_3416,CDC42EP5,chr19,875
gene_3417,CDC42SE1,chr1,3183
gene_3418,CDC42SE2,chr5,7681
gene_3419,CDC42,chr1,3532
gene_3420,CDC45,chr22,2532
gene_3421,CDC5L,chr6,6432
gene_3422,CDC6,chr17,3053
gene_3423,CDC73,chr1,5939
gene_3424,CDC7,chr1,3559
gene_3425,CDCA2,chr8,4298
gene_3426,CDCA3,chr12,3275
gene_3427,CDCA4,chr14,4290
gene_3428,CDCA5,chr11,2576
gene_3429,CDCA7L,chr7,3097
gene_3430,CDCA7,chr2,2915
gene_3431,CDCA8,chr1,2953
gene_3432,CDCP1,chr3,6610
gene_3433,CDCP2,chr1,1959
gene_3434,CDH10,chr5,3436
gene_3435,CDH11,chr16,4183
gene_3436,CDH12,chr5,5004
gene_3437,CDH13,chr16,4329
gene_3438,CDH15,chr16,3879
gene_3439,CDH16,chr16,3461
gene_3440,CDH17,chr8,3804
gene_3441,CDH18,chr5,4248
gene_3442,CDH19,chr18,6838
gene_3443,CDH1,chr16,4815
gene_3444,CDH20,chr18,3068
gene_3445,CDH22,chr20,5181
gene_3446,CDH23,chr10,15582
gene_3447,CDH24,chr14,3809
gene_3448,CDH26,chr20,4276
gene_3449,CDH2,chr18,4473
gene_3450,CDH3,chr16,4276
gene_3451,CDH4,chr20,7421
gene_3452,CDH5,chr16,5222
gene_3453,CDH6,chr5,11868
gene_3454,CDH7,chr18,4418
gene_3455,CDH8,chr16,5990
gene_3456,CDH9,chr5,4298
gene_3457,CDHR1,chr10,6443
gene_3458,CDHR2,chr5,4475
gene_3459,CDHR3,chr7,7482
gene_3460,CDHR4,chr3,3883
gene_3461,CDHR5,chr11,4839
gene_3462,CDIPT,chr16,2873
gene_3463,CDK10,chr16,4938
gene_3464,CDK11A,chr1,4538
gene_3465,CDK11B,chr1,4126
gene_3466,CDK12,chr17,13089
gene_3467,CDK13,chr7,11106
gene_3468,CDK14,chr7,5897
gene_3469,CDK15,chr2,6343
gene_3470,CDK16,chrX,4786
gene_3471,CDK17,chr12,6810
gene_3472,CDK18,chr1,7174
gene_3473,CDK19,chr6,6393
gene_3474,CDK1,chr10,5247
gene_3475,CDK20,chr9,4064
gene_3476,CDK2AP1,chr12,2156
gene_3477,CDK2AP2,chr11,2406
gene_3478,CDK2,chr12,2293
gene_3479,CDK3,chr17,1570
gene_3480,CDK4,chr12,2064
gene_3481,CDK5R1,chr17,3854
gene_3482,CDK5R2,chr2,2528
gene_3483,CDK5RAP1,chr20,4923
gene_3484,CDK5RAP2,chr9,9276
gene_3485,CDK5RAP3,chr17,3853
gene_3486,CDK5,chr7,1262
gene_3487,CDK6,chr7,11762
gene_3488,CDK7,chr5,2326
gene_3489,CDK8,chr13,1925
gene_3490,CDK9,chr9,2472
gene_3491,CDKAL1,chr6,5129
gene_3492,CDKL1,chr14,3463
gene_3493,CDKL2,chr4,4946
gene_3494,CDKL3,chr5,3999
gene_3495,CDKL4,chr2,1915
gene_3496,CDKL5,chrX,3905
gene_3497,CDKN1A,chr6,2609
gene_3498,CDKN1B,chr12,2413
gene_3499,CDKN1C,chr11,3552
gene_3500,CDKN2AIPNL,chr5,1254
gene_3501,CDKN2AIP,chr4,2474
gene_3502,CDKN2A,chr9,2228
gene_3503,CDKN2BAS,chr9,4208
gene_3504,CDKN2B,chr9,4500
gene_3505,CDKN2C,chr1,3377
gene_3506,CDKN2D,chr19,1588
gene_3507,CDKN3,chr14,910
gene_3508,CDNF,chr10,1770
gene_3509,CDO1,chr5,1614
gene_3510,CDON,chr11,10144
gene_3511,CDR1,chrX,1299
gene_3512,CDR2L,chr17,3533
gene_3513,CDR2,chr16,2702
gene_3514,CDRT15P,chr17,1101
gene_3515,CDRT15,chr17,567
gene_3516,CDRT1,chr17,2842
gene_3517,CDRT4,chr17,2495
gene_3518,CDS1,chr4,4538
gene_3519,CDS2,chr20,11761
gene_3520,CDSN,chr6,2583
gene_3521,CDT1,chr16,2675
gene_3522,CDV3,chr3,9825
gene_3523,CDX1,chr5,1772
gene_3524,CDX2,chr13,2351
gene_3525,CDX4,chrX,855
gene_3526,CDY1B,,
gene_3527,CDY1,chrY,9174
gene_3528,CDY2B,,
gene_3529,CDYL2,chr16,2235
gene_3530,CDYL,chr6,4124
gene_3531,CEACAM16,chr19,1692
gene_3532,CEACAM18,chr19,1197
gene_3533,CEACAM19,chr19,3167
gene_3534,CEACAM1,chr19,6024
gene_3535,CEACAM20,chr19,1809
gene_3536,CEACAM21,chr19,2222
gene_3537,CEACAM22P,chr19,3016
gene_3538,CEACAM3,chr19,1995
gene_3539,CEACAM4,chr19,1419
gene_3540,CEACAM5,chr19,4776
gene_3541,CEACAM6,chr19,2631
gene_3542,CEACAM7,chr19,2787
gene_3543,CEACAM8,chr19,2303
gene_3544,CEBPA,chr19,2591
gene_3545,CEBPB,chr20,2108
gene_3546,CEBPD,chr8,1251
gene_3547,CEBPE,chr14,1547
gene_3548,CEBPG,chr19,3860
gene_3549,CEBPZ,chr2,3327
gene_3550,CECR1,chr22,6856
gene_3551,CECR2,chr22,8162
gene_3552,CECR4,chr22,789
gene_3553,CECR5,chr22,1880
gene_3554,CECR6,chr22,8986
gene_3555,CECR7,chr22,2726
gene_3556,CELA1,chr12,952
gene_3557,CELA2A,chr1,920
gene_3558,CELA2B,chr1,923
